j,10_palabras_mas_comunes
cat_24347e5,"artistico, botas, colores, cubre, lycra, modal, patin, patines, seda"
cat_24391df,"bolsillos, chaleco, fotografo, gabardina, moto, pesca, varios"
cat_243a8d8,"ahora, cartel, led, más, programable, vende"
cat_2448837,"abafador, protetor, auricular, ouvidos, espuma, pares, tipo, concha, ruído, kit"
cat_246593f,"baul, honda, soporte, trasero, ira, porta, alvaro, bikes, cb500, equipaje"
cat_246946f,"telefone, fio, alcatel, cham, com, desbloqueado, elgin, fixo, identifica, intelbras"
cat_2482ada,"celulares, despegar, full, modulos, sopapa, succion, ventosa"
cat_248674c,"heladera, bandeja, desagote, estante, whirlpool, adaptable, motor, multiuso, wrw52d1, wrw52k1"
cat_248a551,"cables, bujias, 16v, ferrazzi, fiat, bujía, cable, ford, ngk, motor"
cat_248b794,"paños, duramax, reutilizables, scott, 10kg, algodón, camiseta, color, industrial, limpieza"
cat_248bc34,"gel, antisséptico, álcool, pump, asseptgel, 440gr, 500ml, alcool, higienizador, set"
cat_248fc0c,"brocas, kit, broca, jogo, copo, serra, madeira, com, nio, tit"
cat_2498fd9,"crossover, processador, expert, digital, mesa, vias, som, px1, áudio, banda"
cat_249d001,"paraguas, automático, corto, abre, cierra, parís, pierre, infantil, mujer, unicross"
cat_24a02e3,"bag, escaleta, teclas, loja, mellody, profissional, azul, com, completa, full"
cat_24a4aac,"glucometro, medidor, tiras, glucosa, azucar, sangre"
cat_24bbea9,"6x9, acustica, caja, cerradas, golpe, mas, parlante"
cat_24c763c,"kit, bate, bemfixa, colonial, fixa, marfim, parafusos, prego, pvc, suprimentos"
cat_24caba8,"acuáticos, animales, cangrejo, dados, dedo, mar, pack, pez, titeres, títeres"
cat_24cd12a,"usb, hub, portas, adaptador, cabo, rj45, ethernet, lan, com, carregador"
cat_24e3520,"atuador, lenta, marcha, gol, parati, santana, saveiro, 600kg, ano, celta"
cat_24efed4,"kit, gel, unhas, fibra, acrigel, unha, cabine, lixa, porcelana, led"
cat_24f6ae8,"armado, crimpeadora, pinza, redes, rj11, rj12, rj45, utp"
cat_2503380,"bomba, dire, hidráulica, hidraulica, ford, peugeot, reparo, 0k040, 7002661c1, bosch"
cat_2506f6e,"unhas, base, fortalecedora, bomba, fracas, unha, tratamento, beauté, bases, formol"
cat_250f845,"clementoni, emergencia, laboratorio, mecánica, vehículos"
cat_252156c,"actualización, asrock, bandeja, bios, combo, ddr4, h110m, hdv, intel, memoria"
cat_252377a,"cyan, qualidade, red, resistente, ultra, óculos, ótima"
cat_2523f41,"churrasqueira, carv, bafo, inox, móvel, mor, grelhas, grande, preto, aluminio"
cat_252e797,"reator, eletronico, rcg, 10pcs, 220v, 22w, 32w, 70w, biv, cdm"
cat_2533355,"elétrico, inox, moedor, café, fog, mesa, bocas, 2000w, cooktop, automático"
cat_2540f7f,"adelante, color, gris, guantera, manija, polo"
cat_25432f2,"conversor, sintonizador, tda, telecentro, 1080p, deco, decodificador, hdmi, isdb, netflix"
cat_254e069,"calidad, excelente, led, luz, mini, potente, ventilador"
cat_254f906,"beb, bolsa, crian, necessaire, organizador, sacola, viagem"
cat_2559dbb,"shampoo, automotivo, foam, kit, snow, vonixx, 1200ml, advantage, auto, automotiva"
cat_2562197,"estuche, violin, arco, estudio, resina, stradella, accesorios, principiante, afinador, color"
cat_256e2f2,"freio, disco, traseiro, titan, dianteiro, yamaha, pastilha, falcon, fan, kit"
cat_257330c,"puertas, burlete, juego, burletes, fiat, puerta, baúl, kit, regalo, renault"
cat_2579800,"lanterna, cabe, led, recarregavel, forte, cree, recarregável, muito, profissional, bateria"
cat_258a66c,"cabo, distribuidor, kadett, vp10303, freio, golf"
cat_259183b,"jabon, polvo, skip, ala, cod, drive, kilos, matic"
cat_2596af1,"interior, kit, manija, exterior, fiat, lev, manijas, puerta, renault, spazio"
cat_2596c12,"recarga, kit, tinta, cartucho, impressora, 650ml, cartuchos, snap, canon, 1600ml"
cat_25a943a,"estante, hermosos, montessori, perchero"
cat_25a9daf,"toner, refil, katun, 217a, 2612a, 2613a, 283a, 35a, 36a, 40cm"
cat_25b6a72,"monoblock, premium, reja"
cat_25c0c9c,"hidroginástica, meia, pentagol, sapatilha, antiderr, antiderrapante, preto, speedo"
cat_25c4e34,"aneta, externa, traseira, direita, diant, original, porta, cobalt, onix, prisma"
cat_25c72c5,"carpete, anuncio, cinza, cmvinil, cor, forra, garimpo, gold, ouro, qualquer"
cat_25cb3bb,"bull, american, boxer, bully, pit, pneu, rottweiler, terrier"
cat_25cfdc6,"colher, dosadora, papinha, silicone, beb, envio, rápido, mamadeira, pratica, alimentadora"
cat_25d7536,"camara, deportiva, accesorios, sumergible, video, foto, cam, acn4k1, action, noblex"
cat_25f2d9c,"bicicleta, bikes, calipers, disco, freno, mecanico, racer, shimano, tx805"
cat_25ff292,"arte, artesanal, artesanias, espada, grs, imanes, oro, palabras, pintura, polvo"
cat_2601dc2,"motor, parcial, flex, com, combust, fiscal, hb20, kombi, metros, nota"
cat_260204b,"conjunto, camisa, ciclismo, bermuda, penks, bike, roupa, speed, biking, cal"
cat_260aab9,"ralo, linear, grelha, inox, alumínio, invisível, tampa, anti, inseto, com"
cat_261e729,"cal, legging, academia, brinde, conjuntos, roupas, fitness, legue, top, azul"
cat_262401f,"papel, folhas, glossy, fotográfico, etiqueta, com, prova, sulfite, térmica, 180g"
cat_2624607,"botas, lluvia, modelo, moto, pantaneiro, pvc, alter, blancas, comp, cuero"
cat_26292cc,"cabeceira, casal, estofada, box, cama, painel, queen, king, paris, 138cm"
cat_262daa6,"calota, aro, jogo, roda, centro, miolo, tampa, kit, prata, fiat"
cat_263f18d,"colores, excelentes, modernos, paragueros, terminaciones, varios"
cat_2647c5f,"condensador, electro, frente, peugeot, radiador"
cat_266b86c,"calefones, cobre, fama, james, lts, nuevos, termotanque"
cat_266ce21,"repelente, off, defense, spray, aerosol, extreme, mosquitos, extra, family, insectos"
cat_2686770,"gel, ejacula, retardante, peniano, 1un, aplica, ejacular, ere, estimulante, excitante"
cat_268aa65,"banco, taladro, 13mm, 16mm, 500w, agujereadora, velocidades, barbero, perforadora, tmb13"
cat_2696823,"bico, mangueira, 12mm, anel, bronze, chafariz, durável, fonte, irrigador, jardim"
cat_269947a,"bola, nis, com, tubos, head, pack, bolas, wilson, championship, master"
cat_26a1d88,"kit, organizador, sapato, organizadora, rack, organizadores, colmeia, sapateira, gavetas, gaveta"
cat_26a3cad,"cinzeiro, porta, console, ford, moedas, 2m515404788, acessórios, alavanca, astra, cambio"
cat_26a6cd4,"agulhas, charp, chayanne, click, easy, ponta"
cat_26a8b8a,"afilador, kld, mechas, acero, cadena, cuchillos, electrico, formones, lusqtoff, motosierras"
cat_26abf8d,"anel, bali, cobra, prateado, sagrada"
cat_26b3981,"usb, wifi, link, adaptador, red, placa, mbps, archer, wireless, 725n"
cat_26b574c,"colete, salva, vidas, camuflado, pesca, até, 150kg, aux, biologo, caiaque"
cat_26c0f07,"band, reloj, inteligente, xiaomi, smartwatch, smart, global, watch, version, film"
cat_26c28a0,"led, balizador, luz, jardim, kit, bts, embutir, luminária, 10p, 10pc"
cat_26c3391,"espumante, 187ml, 750ml, argentino, brut, com, cuvée, moscatel, mumm, perini"
cat_26c42d5,"baston, buena, calidad, canadiense, gris, muy"
cat_26c814e,"cafetera, 220v, oster, negra, nespresso, roja, dolce, filtro, gusto, kanji"
cat_26ce6b9,"bordado, matriz, matrizes, bordados, jef, menina, aplique, profiss, alfabeto, beb"
cat_26d0c1c,"bobina, encendido, 16v, renault, chevrolet, corsa, pines, agile, beru, bujias"
cat_26d27cd,"acelerador, cable, yamaha, factor, standard, v80, ybr, cbc, completo, kmx"
cat_26d6b64,"sarten, antiadherente, ceramica, teflon, sartenes, set, doble, tramontina, porcelana, 24cm"
cat_26d9424,"acrílico, goldsky, pimentero, salero"
cat_26e1918,"caneta, cores, brush, pincel, kit, pen, canetas, newpen, stabilo, com"
cat_26f0adc,"correa, niños, seguridad, bebe, chicos, sujetador, bebés, extensible, pulsera"
cat_26faa79,"moto, infantil, mini, triciclo, eletrica, elétrica, anos, ban, bandeirantes, bateria"
cat_27052bb,"escritorio, mesa, oficina, cajon, cajones, hogar, moderno, biblioteca, caballetes, combo"
cat_2707b86,"kit, microfono, condenser, araña, brazo, filtro, micrófono, articulado, fifine, locucion"
cat_270c672,"lupa, led, luz, cabeza, lentes, vincha, aumentos, libres, manos, varios"
cat_2710bdd,"kit, bailarina, confeiteiro, formas, forma, alumínio, bolo, com, grande, redondas"
cat_27136d2,"888s, 999s, baofeng, batería, cuot, fact"
cat_271d098,"caja, tattoo, agujas, garage, premium, tatuar, med, medidas, mixta, surtidas"
cat_271d32c,presupuesto
cat_2723ab1,"casco, moto, integral, motos, hawk, negro, mate, halcon, visor, rebatible"
cat_2724d1e,"crique, original, partner, peugeot"
cat_273468c,"46x75, clarabóia, fakro, wgi, 11cm, 1kg, 2cm, 50mm, acabamento, aislante"
cat_274802c,"adeira, stihl, motosserra, cilindro, fs160, husqvarna, juntas, kit, original, pist"
cat_27487e1,"ajuar, algodón, batita, día, entrega, nacido, puro, recién"
cat_274bb89,"costura, infantil, bw035, mini, maquina, ateli, atelie, máquina, machine, magical"
cat_275bb98,"abonar, adultas, californianas, carne, costo, criadores, despacho, dog, envio, exclusivo"
cat_276401a,"led, aro, luz, selfie, celular, flash, celulares, flexible, mini, opciones"
cat_2771c63,"lavarropas, electrovalvula, whirlpool, blue, consul, cwr, drean, entrada, eslabon, lujo"
cat_2777c84,"golf, pelotas, accesorios, buke, junta, pescador, rieragolf"
cat_277b56e,"aletas, cortas, cressi, light, natación, patas, pileta, rana"
cat_277fee7,"infantil, troninho, redutor, pinico, assento, com, musical, sanitário, penico, vaso"
cat_278d334,"keto, pan, capital, carb, cetogénica, dieta, envío, fed, grande, hamburguesa"
cat_278dca3,"lol, platos, souvenirs"
cat_279f42d,"giros, cafe, custom, guiños, mini, moto, racer, tt030, fijos, kit"
cat_27a13bb,"cabello, caida, cascos, frio, gorros, hidrogel, quimioterapia"
cat_27a7359,"aquário, artificial, enfeite, planta, 32cm, aquario, aquarismo, b44, evoluzion, fish"
cat_27a8b8f,"filtro, óleo, mbio, cambio, respiro, automático, motor, sentra, suspiro, automatico"
cat_27ad0a7,"ngk, vela, iridium, cr9eix, titan, velas, rosca, crf, fazer, ibooster"
cat_27c0dbd,"1000w, blu, canais, dvd, home, j5100k, ray, samsung, theater"
cat_27cc257,"explorer, hacha, pro, shop, sog, tomahawk"
cat_27d2fcd,"conjunto, niños, tsubasa, plate, river, adidas, algodon, balance, camiseta, campera"
cat_27dfebd,"mata, cedro, esgoto, ratos, unidades, bayer, desentupidor, metros, tuf, 100x"
cat_27e9c61,"kit, magnésio, até, chalk, prancha, equilíbrio, frete, grátis, madeira, ncia"
cat_27e9d73,"bloque, iyengar, ladrillo, madera, medidas, pilates, yoga"
cat_27ecfe9,"botellas, cava, 220v, electrolux, 240v, collection, erw085xamb, negra, vino, wine"
cat_27ee38a,"antirrobo, dos, llaves, reforzada, trabavolante, universal"
cat_27f5ccb,"acondicionado, aire, split, calor, philco, frio, frío, inverter, 3500w, blanco"
cat_27fa037,"cctv, dvr, seguridad, camaras, microfono, profesional, ahd, balun, camara, cvi"
cat_27fd902,"20cm, edgehog, erizo, peluche, plush, sega, sonic, the"
cat_27feecb,"lavarropas, james, 6kg, lavadora, automático, 1000rpm, 10a19hs, 7kg, abrimos, acero"
cat_2819fa1,"gameboy, player"
cat_281a078,"sementes, alface, alho, andu, arroz, carolina, envio, feij, forte, frete"
cat_281d005,"led, kit, leds, smd, 50w, chip, branco, brilho, unidades, driver"
cat_28228c7,"sapatilhas, suporte, trompete, 21chaves, boca, clarinete, gaita, harmonica, hering, jogo"
cat_2824c17,"2en, cms, espuma, fitness, pilates, rodillo, rolo, sensitivo"
cat_282b1d4,"estrela, com, anos, brinquedo, completo, engradado, garrafinhas, guaraná, rally, raro"
cat_282c5ab,"gabinete, rgb, gamer, blanco, coolers, aerocool, templado, vidrio, cylon, mid"
cat_282e9fe,"cuchillo, navaja, americana, daga, eléctrica, picana, tipo, acero, artesanal, carbono"
cat_2832d6e,"milk, pack, plásticos, shake, tapa, unidades, vasos"
cat_28380a2,"celular, led, ring, light, selfie, suporte, com, mesa, luz, tripé"
cat_2838812,"tampa, lateral, original, motor, titan, kit, par, honda, yamaha, bateria"
cat_284d98c,"atado, combo, materiales, moscas, oferton, super"
cat_2858643,"araña, bastidor, cuna, motor, original, peugeot, caja, direccion, ford, mecanica"
cat_286294a,"tosa, profissional, máquina, pet, maquina, kit, cachorro, kemei, bivolt, cortar"
cat_28657b3,"280ml, activador, clorito, cloro, dióxido, sodio"
cat_28668b8,"kit, cabina, gel, led, esmalte, manicuria, semi, inicial, x14u, esmaltes"
cat_287c08c,"encaderna, cristal, acetato, capa, capas, pct, 1000un, 100un, couro, kit"
cat_288a3b9,"kit, alicate, cabo, rede, testador, rj45, 50m, bateria, 100m, 50plug"
cat_289097c,"tabaco, armar, 30gr, natural, once, candyclub, local, aditivos, argento, field"
cat_2890c7c,"carga, com, depila, maca, anti, aparelho, cartuchos, embrace, escada, excel"
cat_28a03b5,"blush, bruna, color, paleta, tavares, boca, rosa, blushes, carinha, com"
cat_28c9175,"carta, laminadora, oficio, plastificadora, rafer, redondeadora, regalo"
cat_28c9536,"manta, cobertor, beb, bebe, rosa, com, microfibra, infantil, kit, menina"
cat_28d820c,"gillette, carga, fusion, kit, cargas, cartuchos, mach3, aparelho, refil, sensitive"
cat_28d82fc,"china, combustible, desmalezadora, motoguadaña, tanque"
cat_28d857e,"clio, deshidratador, filtro, kangoo, logan, renault, sandero"
cat_28df335,"kit, banheira, banheiro, inox, nicho, press, solar, 200x100cm, 400l, 60x40"
cat_28e17a1,"alicate, corte, diagonal, 1082cm, 160mm, 70mm, aluminio, até, beta, cabo"
cat_28e2688,"cnc, kit, eixo, rolamento, linear, passo, 20mm, motor, block, pillow"
cat_28e35bf,"unidades, com, papel, saco, 15x21cm, 30x38cm, 5x16x32cm, acoplado, bloco, cada"
cat_28edee3,"partida, motor, arranque, gol, fox, uno, 4cc, 6cc, automatico, dentes"
cat_28fc393,"amendoim, 184g, 1kg, manteiga, original, pb2, sem, the, helena, japon"
cat_28fca8e,"polia, comando, preta, virabrequim, alternador, bomba, expert, blazer, celta, cherokee"
cat_2915f1f,"metros, eva, autocolante, flexível, rodapé, roda, brinde, 10cm, meio, autoadesivo"
cat_291f489,"one, xbox, adaptador, controle, original, fone, ps4, até, bluetooth, cabo"
cat_292bd6f,"alaska, bastones, climb, green, pack, porter, trekking"
cat_294e863,"fender, burletes, delantero, duster, ford, grande, guardabarro, izquierdo, oroch, ranger"
cat_294e885,"escurridor, secaplatos, platos, acero, cromado, inoxidable, bandeja, extensible, frutas, bacha"
cat_2950309,"cinta, autoadhesiva, demarcatoria, 50mm, 30mts, bicolor, pisos, antideslizante, aerosol, calidad"
cat_2957b74,"serra, mármore, tico, makita, discos, 110v, 220v, circular, profissional, com"
cat_2958b7b,"tamborim, abs, baquetas, batuka, caixeta, colorido, madeira, injetado, leitosa, pele"
cat_29630ed,"silicona, tapones, arena, deportes, ear, estación, marfed, moldeable, nado, natacion"
cat_2965b86,"cloro, dosadora, ex1, exatta, kit, latina, manual, original, pn535, pn555"
cat_296907f,"ps3, control, inalambrico, joystick, mando, alta, calidad, negro, play, playstation"
cat_296eb6a,"cabo, original, freio, embreagem, gsx, soretto, suzuki, today, bananinha, esquerda"
cat_2975df1,"45x45x16, alarma, desfibrilador, gabinete"
cat_2977363,"conjunto, menino, beb, kit, menina, bebe, carters, infantil, maternidade, roupa"
cat_297d68e,"kit, band, elástico, extensor, mini, exercícios, faixas, forte, bands, thera"
cat_299c13c,"cotillón, lennon, lentes"
cat_29a0c87,"bata, baño, adulto, talle, agatha, algodon, algodóntalle, aterciopelada, calidad, estudiantes"
cat_29ba3f6,"balanza, digital, valijas, valija, viaje, equipaje, portatil, pesca, 10gr, 50kg"
cat_29bde10,"polidor, kit, massa, polimento, alumínio, inox, lincoln, roda, cera, polir"
cat_29c4348,"bubble, chair, mosqueton"
cat_29c9393,"sanduicheira, bauru, forma, aderente, anti, baurutex, cód, elétrica, ferro, franc"
cat_29e292d,"bidón, hipoclorito, litros, puro, agua, calefon, digital, ducha, electroimporta, estrellas"
cat_29f8196,"chip, samsung, toner"
cat_29f8463,"almendras, harina"
cat_29fb4da,"bolsa, boxeo, bucal, combo, everlast, gancho, techo, venda"
cat_29fdc62,"valija, doctora, juliana, accesorios, peluche, veterinaria, belleza, chica, frozen, grande"
cat_2a02e0e,"meia, compress, circula, estimula, ortopédica, perna, sigvaris, 40mmhg, alta, aquecimento"
cat_2a0392d,"acero, extractor, juego, machos, rotos, tornillos"
cat_2a10ffd,"apoyo, bici, bicicleta, mvdsport, niña, niño, par, ruedas"
cat_2a11a9d,"discos, fiat, freno, kit, mobi, pastillas"
cat_2a12ee5,"botas, trixie, botitas, antideslizantes, perros, talle, perro, neoprene, small, goma"
cat_2a1b4f2,"calco, 1x1, cromado, espatula, felpa, hpe, importado, l200, moldeable, plata"
cat_2a20a36,"placa, bot, power, b844p, da0r22pb6c0, dell, frete, inspiron, 022br, 11n"
cat_2a30242,"parabrisa, jogo, laterais, maverik, portas, troller, verdes, vidros, vigia, chevrolet"
cat_2a3b1de,"guid, protetor, crf230, dt180, espuma, fat, kit, manopla, motocross, protaper"
cat_2a3f04c,"6000k, lampara, 300k, 8000k, alta, d2s, gama, xenon, 12v, bixenon"
cat_2a50c66,"pezoneras, bushi, silicona, unidades"
cat_2a5a419,"motor, retenes, valvula, volkswagen"
cat_2a600a0,"puerta, cerradura, ford, original, fiesta, tambor, benz, camion, corolla, derecha"
cat_2a603d3,"angulos, escuadra, falsa, medicion, nivel, oferta, pulg, truper"
cat_2a6d164,"interior, organizador, ropa, cajón, espacios, neceser, plegable, regalos, viajes, ámbar"
cat_2a6e935,"bolso, deportivo, gym, viaje, mujer, calidad, cartera, color, diseño, gimnasio"
cat_2a71b17,"asterisk, atualiza, cisco, sip, software, telefones"
cat_2a82b73,"catraca, guincho, manual, com, tifor, toneladas, 600lbs, cabo, cargas, levantamento"
cat_2a888c7,"anillo, vibrador, agranda, bala, blakoe, dios, ereccion, matador, natural, pene"
cat_2a90848,"medida, niños, pintura, set"
cat_2a92654,"dormir, saco, manta, cobertor, infantil, sereia, com, acampamento, algod, baleia"
cat_2a92fc9,"lavarropas, automático, samsung, 220v, blanco, carga, drean, 5kg, rpm, frontal"
cat_2a98a15,"deco, gigante, hdh, lona, manta, playa, playera"
cat_2aa0b39,"usb, adaptador, hembra, micro, tipo, cable, otg, hdmi, ipad, lightning"
cat_2aad55e,"partida, pedal, engrenagem, original, an125, burgman, cbx, mod, redu, strada"
cat_2ab214a,"automatica, caja, filtro, imp, jeep, liberty, otros, usa, wrangler"
cat_2ace217,"cargador, inalambrico, samsung, original, plus, rapido, s10, nexus, nswich1"
cat_2ae6a77,"xenon, farol, hb4, lampada, automotiva, h27, hb3, led, audi, azul"
cat_2af66c2,"dije, afgano, alta, calidad, lapislazuli, arcana, bruto, caeli, dijes, mini"
cat_2b04b21,"amamantar, maternal, microfibra, soutien, soutién, tapita, adhesivo, brasier, lactancia, silicona"
cat_2b0ce8a,"pallets, ciegos, madera, 00x1, calidad, exelente, nuevos"
cat_2b0e9a3,"patineta, skate, 1544c, ath, chico, infantil, lija, longboard, luces, luz"
cat_2b10ff2,"alternativo, ricoh, toner, aficio, c2003, c2004, c2503, cartucho, color, pack"
cat_2b16528,"año, digital, garantía, oximetro, saturometro"
cat_2b24e6e,"aceite, coco, extra, frío, jarra, mazza, natural, orgánico, prensado, puro"
